95.145,97.8
94.1675,73.1
93.885,63.3
92.8075,55
91.995,95.4
91.64,45.2
90.08,52.1
89.0925,53.7
88.2725,80
87.93,36.6
87.61,100
87.355,43.3
87.2,47.9
87.0825,40.5
85.7975,47.9
85.16,47.9
83.995,33.7
83.8925,49.1
82.6375,100
82.355,56.3
82.31,57.5
81.235,32.2
80.2675,36.1
79.4825,81.2
79.14,49.8
78.2675,40.1
77.5475,75.8
77.29,100
77.1475,30.4
76.05,65.4
75.6275,43.1
75.3775,64.6
75.3225,42.6
74.875,100
74.505,52.8
74.395,68.2
72.55,40.3
72.255,56.7
72.2125,90.4
72.155,73.7
71.98,100
71.1325,50.8
71.055,53.7
70.9425,57.3
70.315,63.1
69.9925,100
69.9625,100
69.8875,36.1
69.6575,48.5
69.59,31.4
69.4875,48
69.395,99.2
68.96,37.1
68.1825,99.9
68.11,72.4
68.085,42
67.8475,62.8
67.17,68.1
66.935,76.7
66.935,33.5
66.5625,89.1
66.43,39.4
66.0825,30.3
65.89,100
65.86,98.5
65.7075,49.8
65.5325,38
64.3,40
63.59,34.4
63.4725,54.6
63.1575,35.1
62.5325,79.7
62.3625,92.4
62.305,56.2
61.945,31.6
61.885,31.6
61.675,59.2
61.485,39.3
61.325,37.7
61.2575,39.5
60.9825,45
60.9725,50
60.7225,100
60.5525,85.4
60.4275,30.6
60.0725,63.2
59.9175,95.4
59.8825,79
59.7225,53.1
59.6975,70.4
59.6775,48.9
59.455,31.9
58.83,80.7
58.7575,88
58.6175,43.4
58.5425,36.8
58.045,32.2
57.975,31.8
57.87,99.9
57.8575,82.3
57.8475,41.7
57.8325,40.8
57.8,44
57.7075,85.3
57.6525,48.9
57.6325,33.7
57.4875,64.5
57.1875,37.5
57.18,98.1
57.1225,52
57.05,92.6
57.0125,37.4
56.8975,100
56.66,32.3
56.6125,88.3
56.1875,34.7
56.0925,92.7
56.08,82.9
56,35.9
55.99,99.4
55.9275,58.2
55.8575,39.2
55.8025,60.7
55.7475,35.7
55.6625,34.4
55.575,33.6
55.43,31.1
55.3675,72.4
55.2925,36.7
55.28,34.1
55.1225,38.3
54.755,31.1
54.6675,47.4
54.54,37.5
54.44,99.5
54.3975,30.6
54.3525,52.2
54.17,30.2
54.08,39.8
53.9,56
53.8825,36.1
53.875,34.9
53.2825,37.9
52.965,28.5
52.9525,100
52.885,79.3
52.87,28
52.8375,91.2
52.8,97.5
52.48,60.1
52.4425,78.1
52.255,68.5
52.2,36.6
52.09,37
52.06,99.7
52.0375,28
51.9375,95.7
51.9175,35.5
51.705,32.4
51.1875,34.2
51.1575,37.2
51.15,51
51.1375,49.6
51.1325,50
51.125,42.5
51.0575,31.7
51.0425,43.1
50.9475,78
50.9075,31.1
50.8125,92.4
50.6,33.5
50.58,57.3
50.5075,31.9
50.3075,39.5
50.23,71.2
50.16,30.3
50.075,36.2
50.0725,34.6
50.0725,57.4
49.935,49.5
49.88,38.6
49.865,47.9
49.785,28.8
49.7225,32
49.68,46.8
49.5975,60.3
49.475,58.4
49.415,46.4
49.3875,38.1
49.2825,68.4
49.265,37.7
49.16,34.7
49.14,47.1
48.9125,29
48.7875,35.7
48.7625,80.3
48.5775,38.1
48.5075,99.8
48.36,31.5
48.0775,52
48.0525,50.1
47.925,28.5
47.8925,31.7
47.875,82.3
47.7325,99.7
47.5475,42.5
47.255,32.9
47.0825,42.5
46.91,32
46.885,31.6
46.87,41.5
46.865,60.8
46.845,42.9
46.7475,66.3
46.615,57.4
46.56,43.8
46.515,42.3
46.4325,44.7
46.395,34.5
46.3075,41.8
46.135,54.1
46.105,33.4
46.065,33.9
46.0475,99.8
46.0125,59.7
45.9775,99.1
45.97,45.4
45.875,45.5
45.6425,57.5
45.4175,29
45.3925,45.1
45.2975,38
45.285,74.7
45.225,99.9
45.08,35.3
45.06,36.6
45.0375,79.5
45.0225,29.1
44.785,70.9
44.63,50.3
44.6075,43.7
44.57,44.6
44.525,70.7
44.515,29.5
44.4575,32.6
44.455,28
44.3175,60.9
44.245,61.6
44.24,99.8
44.21,41.3
44.17,86.5
43.935,83.7
43.8975,98.7
43.775,54.2
43.7475,43.2
43.6625,73.7
43.64,30.5
43.6325,64.4
43.2575,40.7
43.2225,42.3
43.145,41.9
43.1125,79.6
43.0325,82.4
42.7175,76.1
42.6875,60.2
42.6725,40.7
42.6625,33.1
42.5825,29.9
42.57,36.3
42.4925,73.1
42.415,28
42.405,56.4
42.325,58.6
42.23,52.4
42.195,33.9
42.0075,57.9
41.795,96.2
41.65,42.7
41.485,43.3
41.36,98.9
41.35,42.1
41.3175,36.3
41.3175,32.4
41.1925,34.6
41.1925,34.9
41.1675,49.5
41.075,31.1
40.8825,32.1
40.875,41.7
40.8525,30.9
40.7825,41
40.7025,66.6
40.635,54
40.58,46.4
40.56,30.6
40.5275,32.6
40.515,39.9
40.28,91.4
40.2225,28.8
40.18,32.8
40.165,28
40.145,35.3
40.115,45.2
40.085,32.3
40.065,48.6
39.9775,33.1
39.975,31.2
39.9525,52.8
39.9025,31
39.885,31.8
39.8475,30
39.765,77.1
39.7,40.9
39.555,30.9
39.49,28.9
39.485,92.9
39.4825,42.4
39.425,54.2
39.3475,31.9
39.265,100
39.2625,28.5
39.0075,47.4
39.005,28.1
38.995,32.5
38.98,46
38.7625,92.2
38.7,69.6
38.6525,51.2
38.65,29.8
38.64,28.8
38.5925,63.5
38.5725,96.9
38.5525,69.4
38.5075,31.3
38.49,33
38.475,32.1
38.465,35.6
38.4175,46.6
38.4125,32.6
38.2325,30.8
38.225,33.2
38.22,75.9
38.205,29.1
38.1475,30.4
38.0775,33.6
38.045,35.9
38.005,39.1
37.8075,34.5
37.7925,36.6
37.72,37
37.6275,36.6
37.62,42.3
37.5075,32.7
37.5,45.6
37.485,31.5
37.47,33.3
37.3175,42.5
37.3125,30
37.2125,43.7
37.185,47.4
37.1725,70
37.1475,34.2
37.125,28.8
37.1125,85.9
37.08,47.1
37.0775,36.8
36.855,42.3
36.8225,31.1
36.6825,41.7
36.5575,28.3
36.49,41.8
36.4375,57.1
36.3575,51.8
36.3475,38.8
36.335,41.6
36.3,37.5
35.985,30.3
35.865,36.6
35.815,28.6
35.695,32.2
35.675,29.3
35.6675,49.4
35.6325,31.5
35.5775,30.2
35.55,87.9
35.5375,77.2
35.5325,32.3
35.5225,28
35.515,41.8
35.5,34
35.43,36.3
35.43,30.9
35.42,79.4
35.3575,31
35.2225,80.2
35.165,34.7
35.0125,34.6
34.95,34.5
34.7625,42.9
34.6675,28
34.6525,30.7
34.635,30.9
34.6175,31.4
34.45,35.8
34.4125,40
34.385,36.5
34.275,35.1
34.25,29.3
34.1775,42.3
34.155,53.7
34.035,28.5
34.0325,34.7
33.97,28
33.9175,30.7
33.9025,28.9
33.845,32.3
33.825,30.9
33.8125,34.9
33.7375,100
33.5975,52.1
33.595,63.7
33.5925,38.7
33.585,89.4
33.495,34.8
33.4925,35.9
33.41,62.9
33.3975,37.8
33.365,29.3
33.325,51.7
33.32,31.7
33.2425,45.4
33.1825,37
33.1475,31.7
33.1025,28.4
33.01,28
33.005,35.9
32.9575,60.4
32.915,40.1
32.905,38.2
32.865,28.2
32.8025,38.9
32.8,83.2
32.56,28.9
32.5575,45.6
32.54,28.7
32.1375,44.1
32.045,37.7
32.0375,28.4
31.975,28
31.8175,29.2
31.7925,57.6
31.6,38.2
31.4825,36.2
31.48,59.5
31.4775,67.5
31.3525,29.5
31.305,30.9
31.2375,32.7
31.2325,62.8
31.225,40.9
31.215,31.2
31.2125,64.7
30.9925,28.6
30.8975,37.1
30.705,61.2
30.7025,37.4
30.58,28
30.58,31.3
30.5075,87.8
30.5,41.3
30.335,31.1
30.3075,30.9
30.2875,28.9
30.17,32.9
30.165,31.8
30.105,33.6
30.0975,97.8
30.0775,33.7
29.955,28.8
29.93,30.2
29.765,33.2
29.76,32.4
29.5975,40.3
29.575,29.2
29.525,64.7
29.4825,38.7
29.44,88.9
29.3,29.3
29.24,42.2
29.0875,43
29.0625,28.5
29.0625,28.5
29.035,29.5
28.9375,33.4
28.9225,34.6
28.905,29.4
28.9,35.5
28.76,32.3
28.6025,80.3
28.5625,35.8
28.5325,100
28.405,30.7
28.3975,81.4
28.3975,34
28.35,51.6
28.1725,71.8
28.1375,81.2
28.1275,30.4
28.125,42
28.12,36.7
28.115,43.1
28.055,32.3
28.055,44.3
27.9575,99.5
27.8,42.5
27.7525,33.7
27.72,30.3
27.635,28.7
27.6175,52.3
27.5475,28.8
27.47,55.7
27.4625,33.8
27.4225,32.5
27.36,35.4
27.335,37.7
27.28,61.3
27.015,34.5
27.015,81.9
26.705,70.4
26.6925,75.3
26.645,29.6
26.6075,31.7
26.5475,28.7
26.3575,100
26.3025,60
26.1575,71.6
26.1375,30
26.135,99.8
26.12,32.9
26.055,48.3
25.95,28.5
25.9175,66.8
25.835,44.6
25.81,28
25.7375,63.5
25.655,29
25.575,28.5
25.545,52.8
25.5,28.2
25.335,30.3
25.25,36.2
25.2375,71.7
25.2275,34.1
25.2225,39.9
25.1925,28.5
25.12,28.6
25.0375,57.4
25.0075,28.9
24.97,72.1
24.9625,44.8
24.845,40.7
24.825,36.9
24.775,40.3
24.7525,32.2
24.6975,38.7
24.64,30.4
24.52,31.6
24.4675,30.1
24.4375,28
24.3925,86.8
24.365,75.8
24.2725,28.3
24.2025,37.2
24.1425,30.6
24.1175,34.4
24.1125,68.1
24.08,28.1
24.075,42.9
24.05,52.4
24.0375,41.4
24.0175,36.7
24.015,75.3
23.9425,28
23.94,32.7
23.92,35.8
23.915,30.2
23.86,28
23.8425,34.8
23.77,28
23.7525,43.8
23.715,33.6
23.715,35.4
23.635,70.3
23.6225,66.5
23.6175,31.8
23.5075,55.3
23.455,31.9
23.415,93.3
23.335,37.9
23.3175,32.4
23.2875,46.8
23.1975,47.4
23.1825,28.5
23.16,28.5
23.1575,29.3
23.065,33.4
22.9625,42.2
22.96,45.1
22.8275,44
22.645,37.6
22.6225,30.1
22.57,51.1
22.5225,28.5
22.34,64.7
22.3075,30.7
22.2,29.1
22.19,38.3
22.15,31.3
22.145,32.3
22.13,29.3
22.095,48
22.02,64.5
21.9625,43.3
21.93,28.8
21.885,28.5
21.8775,28.5
21.79,100
21.6725,43.1
21.6225,55.2
21.5325,34.2
21.485,41
21.465,38.1
21.3225,48.3
21.3125,33.2
21.2975,90.8
21.2525,39.8
21.24,33.9
20.945,34.4
20.78,42.5
20.77,28.9
20.6725,29.2
20.6725,37.6
20.66,29.3
20.66,59.6
20.6475,29.7
20.635,28.9
20.59,52.3
20.585,32.3
20.5725,38.4
20.56,29.5
20.5425,33.3
20.4725,28.4
20.4675,87.6
20.44,43.6
20.3825,29.9
20.1725,50.3
20.165,33.2
20.15,28.4
20.1375,67.2
20.12,45.5
20.0875,28
20.03,59
19.9525,100
19.945,49.3
19.9025,29.6
19.805,31.4
19.785,37.8
19.77,28.2
19.765,30.4
19.755,30
19.745,38.9
19.735,42.1
19.7325,89.7
19.695,29.4
19.67,28.1
19.6475,33.2
19.595,40.1
19.575,36
19.57,30.7
19.5075,35.4
19.38,28.8
19.3075,32.8
19.275,40.8
19.275,32.1
19.2325,45.7
19.225,28
19.215,28.8
19.18,28.3
19.07,41.9
19.06,34.9
19.045,29.5
19.025,33.2
18.9925,39.7
18.9075,29.1
18.8925,33.3
18.7125,39.9
18.6275,46.7
18.4275,39.9
18.3675,42.9
18.28,28.6
18.2675,28.4
18.225,38.1
18.075,30.3
17.925,28.2
17.8725,28.2
17.8725,81.3
17.8475,35.6
17.7775,58.9
17.765,29.6
17.7075,45.6
17.685,57.9
17.6425,31.6
17.6375,40.4
17.3275,45.7
17.2825,100
17.15,31.4
17.1475,41.5
17.1225,33
16.99,28
16.9125,37.8
16.905,35.7
16.7725,28
16.735,31.3
16.63,28
16.5975,41.1
16.535,28.7
16.485,44.1
16.465,31.6
16.18,38.2
16.1175,73.8
16.05,29.7
15.92,28.1
15.8575,28.6
15.79,40
15.745,28
15.6525,30.3
15.535,31
15.3675,30.3
15.3275,47
15.315,34.5
15.1725,50.1
15.0975,28.8
14.9675,29.6
14.96,30.8
14.825,44.3
14.785,28
14.7225,83.7
14.6725,29.2
14.6375,44
14.6025,28.8
14.5475,34.4
14.53,28
14.365,28
14.2075,29.2
14.2075,29.5
14.1925,31.3
14.1875,36.8
14.165,41
14.1475,28.3
14.1325,28.3
14.075,39.5
14.0725,28.6
14.04,28.8
